Id,Title,IsUpgraded,Tier,TierSource,TrainingLabel,Axes,Tags,UpgradeCost,UpgradeDesc,Cost,Type,Rarity,Pool,Character,Score,Description,Keywords,SynergyAxesSource,Notes,TierModel,TierModelDelta,TierModelScore
CARD.BEAT_INTO_SHAPE,재성형+,True,C,ml-published,B,,,,,1,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,59,"피해를 7 줍니다.
[gold]단조[/gold] 7.
이번 턴에 대상 적을
공격한 다른 횟수마다
추가로 [gold]단조[/gold] 7.",,,,C,-1,1.11
CARD.BEAT_INTO_SHAPE,재성형,False,C,ml-published,B,,,,"피해를 7 줍니다.
[gold]단조[/gold] 7.
이번 턴에 대상 적을
공격한 다른 횟수마다
추가로 [gold]단조[/gold] 7.",1,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,56,"피해를 5 줍니다.
[gold]단조[/gold] 5.
이번 턴에 대상 적을
공격한 다른 횟수마다
추가로 [gold]단조[/gold] 5.",,,,C,-1,1.16
CARD.BECKON,유인,False,D,ml-published,D,,,,,1,Status,Status,CARD_POOL.STATUS_CARD_POOL,CARD_POOL.STATUS_CARD_POOL,28,"내 턴 종료 시
이 카드가 [gold]손[/gold]에 있다면,
체력을 6 잃습니다.",,,,D,0,0.07
CARD.BEGONE,물렀거라!+,True,A,ml-published,B,,,,,1,Skill,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,55,"[gold]손[/gold]에 있는 카드를 1장
선택해 [gold][green]하수인 타격+[/green][/gold]으로
[gold]변화[/gold]시킵니다.",,,,A,+1,2.82
CARD.BEGONE,물렀거라!,False,A,ml-published,B,,,,,1,Skill,Common,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,52,"[gold]손[/gold]에 있는 카드를 1장
선택해 [gold][green]하수인 타격+[/green][/gold]으로
[gold]변화[/gold]시킵니다.",,,,A,+1,2.82
CARD.BELIEVE_IN_YOU,너만 믿는다+,True,A,ml-published,A,ENERGY,에너지,,,0,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,62,다른 플레이어가 [img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.,,ENERGY,,A,0,2.77
CARD.BELIEVE_IN_YOU,너만 믿는다,False,A,ml-published,B,ENERGY,에너지,,다른 플레이어가 [img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.,0,Skill,Uncommon,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,59,다른 플레이어가 [img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.,,ENERGY,,A,0,2.45
CARD.BIASED_COGNITION,인지 편향+,True,A,ml-published,A,,,,,1,Power,Ancient,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,65,"[gold]밀집[/gold]을 5 얻습니다.
내 턴 시작 시,
[gold]밀집[/gold]을 1 잃습니다.",,,,A,0,2.91
CARD.BIASED_COGNITION,인지 편향,False,A,ml-published,A,,,,"[gold]밀집[/gold]을 5 얻습니다.
내 턴 시작 시,
[gold]밀집[/gold]을 1 잃습니다.",1,Power,Ancient,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,62,"[gold]밀집[/gold]을 4 얻습니다.
내 턴 시작 시,
[gold]밀집[/gold]을 1 잃습니다.",,,,A,0,2.89
CARD.BIG_BANG,빅뱅+,True,S,ml-published,S,EXHAUST_TAG;ENERGY;STAR_PRODUCER;INNATE_SELF;DRAW,드로우;소모;에너지,,,0,Skill,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,85,"[gold]선천성[/gold].
카드를 1장 뽑습니다.
[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 얻습니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.
[gold]단조[/gold] 5.
[gold]소멸[/gold].",Exhaust|Innate,EXHAUST|ENERGY|STAR,,S,0,3.97
CARD.BIG_BANG,빅뱅,False,S,ml-published,S,EXHAUST_TAG;ENERGY;STAR_PRODUCER;DRAW,드로우;소모;에너지;강화 가치,,"[gold]선천성[/gold].
카드를 1장 뽑습니다.
[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 얻습니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.
[gold]단조[/gold] 5.
[gold]소멸[/gold].",0,Skill,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,83,"카드를 1장 뽑습니다.
[img]res://images/packed/sprite_fonts/regent_energy_icon.png[/img]를 얻습니다.
[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 얻습니다.
[gold]단조[/gold] 5.
[gold]소멸[/gold].",Exhaust,EXHAUST|ENERGY|STAR,,S,0,3.98
CARD.BLACK_HOLE,블랙홀+,True,B,ml-published,S,EXHAUST_TAG;STAR_PRODUCER;AOE_OTHER;AOE_DAMAGE,광역,,,1,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,79,"[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 소모하거나 얻을
때마다, 모든 적에게
피해를 4 줍니다.",,EXHAUST|STAR|AOE,,B,-2,1.94
CARD.BLACK_HOLE,블랙홀,False,B,ml-published,S,EXHAUST_TAG;STAR_PRODUCER;AOE_OTHER;AOE_DAMAGE,광역,,"[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 소모하거나 얻을
때마다, 모든 적에게
피해를 4 줍니다.",1,Power,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,76,"[img]res://images/packed/sprite_fonts/star_icon.png[/img]을 소모하거나 얻을
때마다, 모든 적에게
피해를 3 줍니다.",,EXHAUST|STAR|AOE,,B,-2,1.94
CARD.BLADE_DANCE,검무+,True,A,ml-published,A,EXHAUST_TAG,소모,,,1,Skill,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"[gold]단도[/gold]를 4장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.70
CARD.BLADE_DANCE,검무,False,A,ml-published,A,EXHAUST_TAG,소모,,"[gold]단도[/gold]를 4장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",1,Skill,Common,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,66,"[gold]단도[/gold]를 3장
[gold]손[/gold]으로 가져옵니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,A,0,2.81
CARD.BLADE_OF_INK,잉크 칼날+,True,S,ml-published,A,,,,,1,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"[purple]잉크투성이[/purple] [gold]단도[/gold]를 3장
[gold]손[/gold]으로 가져옵니다.",,,,S,+1,3.01
CARD.BLADE_OF_INK,잉크 칼날,False,S,ml-published,A,,,,"[purple]잉크투성이[/purple] [gold]단도[/gold]를 3장
[gold]손[/gold]으로 가져옵니다.",1,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,66,"[purple]잉크투성이[/purple] [gold]단도[/gold]를 2장
[gold]손[/gold]으로 가져옵니다.",,,,S,+1,2.73
CARD.BLIGHT_STRIKE,역병 타격+,True,B,ml-published,A,DOOM_PRODUCER,,,,1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,65,"피해를 10 줍니다.
가한 피해량만큼
[gold]종말[/gold]을 부여합니다.",Strike,DOOM,,B,-1,2.12
CARD.BLIGHT_STRIKE,역병 타격,False,B,ml-published,A,DOOM_PRODUCER,,,"피해를 10 줍니다.
가한 피해량만큼
[gold]종말[/gold]을 부여합니다.",1,Attack,Common,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,62,"피해를 8 줍니다.
가한 피해량만큼
[gold]종말[/gold]을 부여합니다.",Strike,DOOM,,B,-1,2.11
CARD.BLOODLETTING,사혈+,True,S,ml-published,B,ENERGY,에너지,,,0,Skill,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,59,"체력을 3 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.",,ENERGY,,S,+2,3.83
CARD.BLOODLETTING,사혈,False,S,ml-published,B,ENERGY,에너지,,"체력을 3 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.",0,Skill,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,56,"체력을 3 잃습니다.
[img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img][img]res://images/packed/sprite_fonts/ironclad_energy_icon.png[/img]를 얻습니다.",,ENERGY,,S,+2,3.69
CARD.BLOOD_WALL,피의 벽+,True,A,ml-published,A,BLOCK,방어,,,2,Skill,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,60,"체력을 2 잃습니다.
[gold]방어도[/gold]를 20 얻습니다.",,BLOCK,,A,0,2.85
CARD.BLOOD_WALL,피의 벽,False,A,ml-published,B,BLOCK,방어,,"체력을 2 잃습니다.
[gold]방어도[/gold]를 20 얻습니다.",2,Skill,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,57,"체력을 2 잃습니다.
[gold]방어도[/gold]를 16 얻습니다.",,BLOCK,,A,0,2.96
CARD.BLUDGEON,몽둥이질+,True,B,ml-published,B,,,,,3,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,51,피해를 42 줍니다.,,,,B,0,2.14
CARD.BLUDGEON,몽둥이질,False,B,ml-published,B,,,,피해를 42 줍니다.,3,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,48,피해를 32 줍니다.,,,,B,0,2.00
CARD.BLUR,흐릿함+,True,S,ml-published,A,BLOCK,방어,,,1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,63,"[gold]방어도[/gold]를 8 얻습니다.
다음 턴 시작 시 [gold]방어도[/gold]가 사라지지 않습니다.",,BLOCK,,S,+1,3.51
CARD.BLUR,흐릿함,False,S,ml-published,A,BLOCK,방어,,"[gold]방어도[/gold]를 8 얻습니다.
다음 턴 시작 시 [gold]방어도[/gold]가 사라지지 않습니다.",1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,60,"[gold]방어도[/gold]를 5 얻습니다.
다음 턴 시작 시 [gold]방어도[/gold]가 사라지지 않습니다.",,BLOCK,,S,+1,3.74
CARD.BODYGUARD,호위+,True,C,ml-published,C,,,,,1,Skill,Basic,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,45,[gold]소환[/gold] 7.,,,,C,0,1.21
CARD.BODYGUARD,호위,False,C,ml-published,C,,,,[gold]소환[/gold] 7.,1,Skill,Basic,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,42,[gold]소환[/gold] 5.,,,,C,0,1.15
CARD.BODY_SLAM,몸통 박치기+,True,D,ml-published,A,BLOCK;DAMAGE,방어,,,0,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,64,"[gold]방어도[/gold]만큼의
피해를 줍니다.",,BLOCK,,D,-3,0.36
CARD.BODY_SLAM,몸통 박치기,False,D,ml-published,A,BLOCK;DAMAGE,방어;강화 가치++,0,,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,61,"[gold]방어도[/gold]만큼의
피해를 줍니다.",,BLOCK,,D,-3,0.39
CARD.BOLAS,사냥돌+,True,B,ml-published,B,,,,,0,Attack,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,59,"피해를 4 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",,,,B,0,2.28
CARD.BOLAS,사냥돌,False,B,ml-published,B,,,,"피해를 4 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",0,Attack,Rare,CARD_POOL.COLORLESS_CARD_POOL,CARD_POOL.COLORLESS_CARD_POOL,56,"피해를 3 줍니다.
다음 턴 시작 시, 이 카드를
다시 [gold]손[/gold]으로 가져옵니다.",,,,B,0,2.37
CARD.BOMBARDMENT,포격+,True,C,ml-published,A,EXHAUST_TAG;EXHAUST_CONSUMER,소모,,,3,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,60,"피해를 24 줍니다.
내 턴 시작 시, 이 카드가
[gold]소멸된 카드 더미[/gold]에 있다면,
사용합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,C,-2,1.04
CARD.BOMBARDMENT,포격,False,C,ml-published,B,EXHAUST_TAG;EXHAUST_CONSUMER,소모,,"피해를 24 줍니다.
내 턴 시작 시, 이 카드가
[gold]소멸된 카드 더미[/gold]에 있다면,
사용합니다.
[gold]소멸[/gold].",3,Attack,Rare,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,57,"피해를 18 줍니다.
내 턴 시작 시, 이 카드가
[gold]소멸된 카드 더미[/gold]에 있다면,
사용합니다.
[gold]소멸[/gold].",Exhaust,EXHAUST,,C,-2,1.02
CARD.BONE_SHARDS,뼛조각+,True,S,ml-published,S,BLOCK;AOE_OTHER;AOE_DAMAGE;SKELETON_CONSUMER,방어;광역,,,1,Attack,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,74,"[gold]골골이[/gold]가 살아있다면,
[gold]골골이[/gold]가 모든 적에게
피해를 12 주고
내가 방어도를 12 얻습니다.
[gold]골골이[/gold]가 죽습니다.",OstyAttack,BLOCK|AOE,,S,0,3.80
CARD.BONE_SHARDS,뼛조각,False,S,ml-published,A,BLOCK;AOE_OTHER;AOE_DAMAGE;SKELETON_CONSUMER,방어;광역,,"[gold]골골이[/gold]가 살아있다면,
[gold]골골이[/gold]가 모든 적에게
피해를 12 주고
내가 방어도를 12 얻습니다.
[gold]골골이[/gold]가 죽습니다.",1,Attack,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,71,"[gold]골골이[/gold]가 살아있다면,
[gold]골골이[/gold]가 모든 적에게
피해를 9 주고
내가 방어도를 9 얻습니다.
[gold]골골이[/gold]가 죽습니다.",OstyAttack,BLOCK|AOE,,S,0,3.70
CARD.BOOST_AWAY,가속 이탈+,True,A,ml-published,A,BLOCK,방어,,,0,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,60,"[gold]방어도[/gold]를 9 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]어지러움[/gold]을 1장
추가합니다.",,BLOCK,,A,0,3.01
CARD.BOOST_AWAY,가속 이탈,False,A,ml-published,B,BLOCK,방어,,"[gold]방어도[/gold]를 9 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]어지러움[/gold]을 1장
추가합니다.",0,Skill,Common,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,57,"[gold]방어도[/gold]를 6 얻습니다.
[gold]버린 카드 더미[/gold]에
[gold]어지러움[/gold]을 1장
추가합니다.",,BLOCK,,A,0,3.03
CARD.BOOT_SEQUENCE,부팅 과정+,True,A,ml-published,A,EXHAUST_TAG;BLOCK;INNATE_SELF,방어;소모,,,0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,69,"[gold]선천성[/gold].
[gold]방어도[/gold]를 13 얻습니다.
[gold]소멸[/gold].",Innate|Exhaust,EXHAUST|BLOCK,,A,0,2.96
CARD.BOOT_SEQUENCE,부팅 과정,False,A,ml-published,A,EXHAUST_TAG;BLOCK;INNATE_SELF,방어;소모,,"[gold]선천성[/gold].
[gold]방어도[/gold]를 13 얻습니다.
[gold]소멸[/gold].",0,Skill,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,66,"[gold]선천성[/gold].
[gold]방어도[/gold]를 10 얻습니다.
[gold]소멸[/gold].",Innate|Exhaust,EXHAUST|BLOCK,,A,0,2.93
CARD.BORROWED_TIME,연명+,True,A,ml-published,S,SCALING;ENERGY;DURATION,에너지,,,1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,72,"6[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
이번 턴 동안 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 증가합니다.",,SCALING|ENERGY,,A,-1,2.77
CARD.BORROWED_TIME,연명,False,A,ml-published,A,SCALING;ENERGY;DURATION,에너지,,"6[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
이번 턴 동안 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 증가합니다.",1,Skill,Uncommon,CARD_POOL.NECROBINDER_CARD_POOL,CARD_POOL.NECROBINDER_CARD_POOL,69,"4[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img]를 얻습니다.
이번 턴 동안 카드의 비용이
[img]res://images/packed/sprite_fonts/necrobinder_energy_icon.png[/img] 증가합니다.",,SCALING|ENERGY,,A,-1,2.77
CARD.BOUNCING_FLASK,탄성 플라스크+,True,D,ml-published,S,POISON;RANDOM;POISON_PRODUCER,독;주의,,,2,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,72,"무작위 적에게 [gold]중독[/gold]을
3만큼 4번 부여합니다.",,POISON,,D,-4,0.29
CARD.BOUNCING_FLASK,탄성 플라스크,False,D,ml-published,A,POISON;RANDOM;POISON_PRODUCER,독;주의,,"무작위 적에게 [gold]중독[/gold]을
3만큼 4번 부여합니다.",2,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,69,"무작위 적에게 [gold]중독[/gold]을
3만큼 3번 부여합니다.",,POISON,,D,-4,0.24
CARD.BRAND,낙인+,True,A,ml-published,S,EXHAUST_TAG;EXHAUST_PRODUCER,소모,,,0,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,77,"체력을 1 잃습니다.
카드를 1장 [gold]소멸[/gold]시킵니다.
[gold]힘[/gold]을 2 얻습니다.",,EXHAUST,,A,-1,2.90
CARD.BRAND,낙인,False,A,ml-published,S,EXHAUST_TAG;EXHAUST_PRODUCER,소모,,"체력을 1 잃습니다.
카드를 1장 [gold]소멸[/gold]시킵니다.
[gold]힘[/gold]을 2 얻습니다.",0,Skill,Rare,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,74,"체력을 1 잃습니다.
카드를 1장 [gold]소멸[/gold]시킵니다.
[gold]힘[/gold]을 1 얻습니다.",,EXHAUST,,A,-1,3.03
CARD.BREAK,박살+,True,B,ml-published,A,DEBUFF;VULN,취약,,,1,Attack,Ancient,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,65,"피해를 30 줍니다.
[gold]취약[/gold]을 7 부여합니다.",,,,B,-1,2.14
CARD.BREAK,박살,False,B,ml-published,A,DEBUFF;VULN,취약,,"피해를 30 줍니다.
[gold]취약[/gold]을 7 부여합니다.",1,Attack,Ancient,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,62,"피해를 20 줍니다.
[gold]취약[/gold]을 5 부여합니다.",,,,B,-1,2.06
CARD.BREAKTHROUGH,정면 돌파+,True,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,,1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,57,"체력을 1 잃습니다.
모든 적에게
피해를 13 줍니다.",,AOE,,B,0,2.15
CARD.BREAKTHROUGH,정면 돌파,False,B,ml-published,B,AOE_OTHER;AOE_DAMAGE,광역,,"체력을 1 잃습니다.
모든 적에게
피해를 13 줍니다.",1,Attack,Common,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,54,"체력을 1 잃습니다.
모든 적에게
피해를 9 줍니다.",,AOE,,B,0,2.41
CARD.BRIGHTEST_FLAME,찬란한 불꽃+,True,A,ml-published,A,ENERGY;DRAW,드로우;에너지,,,0,Skill,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,68,"[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
카드를 3장 뽑습니다.
최대 체력을 1 잃습니다.",,ENERGY,,A,0,3.07
CARD.BRIGHTEST_FLAME,찬란한 불꽃,False,A,ml-published,A,ENERGY;DRAW,드로우;에너지,,"[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
카드를 3장 뽑습니다.
최대 체력을 1 잃습니다.",0,Skill,Ancient,CARD_POOL.EVENT_CARD_POOL,CARD_POOL.EVENT_CARD_POOL,65,"[img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img][img]res://images/packed/sprite_fonts/colorless_energy_icon.png[/img]를 얻습니다.
카드를 2장 뽑습니다.
최대 체력을 1 잃습니다.",,ENERGY,,A,0,3.16
CARD.BUBBLE_BUBBLE,차오르는 독+,True,C,ml-published,S,POISON;POISON_CONSUMER,,,,1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,75,"대상 적이 [gold]중독[/gold]을
보유하고 있다면,
[gold]중독[/gold]을 12 부여합니다.",,POISON,,C,-3,1.06
CARD.BUBBLE_BUBBLE,차오르는 독,False,C,ml-published,S,POISON;POISON_CONSUMER,,,"대상 적이 [gold]중독[/gold]을
보유하고 있다면,
[gold]중독[/gold]을 12 부여합니다.",1,Skill,Uncommon,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,72,"대상 적이 [gold]중독[/gold]을
보유하고 있다면,
[gold]중독[/gold]을 9 부여합니다.",,POISON,,C,-3,1.06
CARD.BUFFER,버퍼+,True,A,ml-published,B,,,,,2,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,58,"다음에 체력을 잃는 것을
2번 막아줍니다.",,,,A,+1,2.59
CARD.BUFFER,버퍼,False,A,ml-published,B,,,,"다음에 체력을 잃는 것을
2번 막아줍니다.",2,Power,Rare,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,55,"다음에 체력을 잃는 것을
막아줍니다.",,,,A,+1,2.42
CARD.BULK_UP,증강+,True,A,ml-published,A,ORB_PRODUCER,,,,2,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,71,"구체 슬롯을 1개 잃습니다.
[gold]힘[/gold]을 3 얻습니다.
[gold]민첩[/gold]을 3 얻습니다.",,ORB,,A,0,3.05
CARD.BULK_UP,증강,False,A,ml-published,A,ORB_PRODUCER,,,"구체 슬롯을 1개 잃습니다.
[gold]힘[/gold]을 3 얻습니다.
[gold]민첩[/gold]을 3 얻습니다.",2,Power,Uncommon,CARD_POOL.DEFECT_CARD_POOL,CARD_POOL.DEFECT_CARD_POOL,68,"구체 슬롯을 1개 잃습니다.
[gold]힘[/gold]을 2 얻습니다.
[gold]민첩[/gold]을 2 얻습니다.",,ORB,,A,0,3.11
CARD.BULLET_TIME,불릿 타임+,True,C,ml-published,A,DRAW;DURATION,드로우,,,2,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,62,"이번 턴 동안 더 이상
카드를 뽑을 수 없습니다.
이번 턴 동안 [gold]손[/gold]에 있는
모든 카드를 비용 없이
사용할 수 있습니다.",,DRAW,,C,-2,1.06
CARD.BULLET_TIME,불릿 타임,False,C,ml-published,B,DRAW;DURATION,드로우;강화 가치,2,,3,Skill,Rare,CARD_POOL.SILENT_CARD_POOL,CARD_POOL.SILENT_CARD_POOL,59,"이번 턴 동안 더 이상
카드를 뽑을 수 없습니다.
이번 턴 동안 [gold]손[/gold]에 있는
모든 카드를 비용 없이
사용할 수 있습니다.",,DRAW,,C,-2,1.09
CARD.BULLY,협박+,True,B,ml-published,A,SCALING;DEBUFF;VULN,취약,,,0,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,66,"피해를 4 줍니다.
대상 적이 보유한 [gold]취약[/gold]마다 피해량이 3 증가합니다.",,SCALING,,B,-1,2.01
CARD.BULLY,협박,False,B,ml-published,A,SCALING;DEBUFF;VULN,취약,,"피해를 4 줍니다.
대상 적이 보유한 [gold]취약[/gold]마다 피해량이 3 증가합니다.",0,Attack,Uncommon,CARD_POOL.IRONCLAD_CARD_POOL,CARD_POOL.IRONCLAD_CARD_POOL,63,"피해를 4 줍니다.
대상 적이 보유한 [gold]취약[/gold]마다 피해량이 2 증가합니다.",,SCALING,,B,-1,2.02
CARD.BULWARK,보루+,True,S,ml-published,A,BLOCK,방어,,,2,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,65,"[gold]방어도[/gold]를 16 얻습니다.
[gold]단조[/gold] 13.",,BLOCK,,S,+1,3.63
CARD.BULWARK,보루,False,S,ml-published,A,BLOCK,방어,,"[gold]방어도[/gold]를 16 얻습니다.
[gold]단조[/gold] 13.",2,Skill,Uncommon,CARD_POOL.REGENT_CARD_POOL,CARD_POOL.REGENT_CARD_POOL,62,"[gold]방어도[/gold]를 13 얻습니다.
[gold]단조[/gold] 10.",,BLOCK,,S,+1,2.95
